Date,Close
2017-10-17,9.326
2017-10-18,9.3575
2017-10-19,9.419
2017-10-20,9.4145
2017-10-23,9.3883
2017-10-24,9.3883
2017-10-25,9.4383
2017-10-26,9.4865
2017-10-27,9.5348
2017-10-30,9.484
2017-10-31,9.5238
2017-11-01,9.461
2017-11-02,9.4838
2017-11-03,9.4843
2017-11-06,9.438
2017-11-07,9.4543
2017-11-08,9.473
2017-11-09,9.4535
2017-11-10,9.456
2017-11-13,9.4913
2017-11-14,9.5923
2017-11-15,9.751
2017-11-16,9.6553
2017-11-17,9.7163
2017-11-20,9.7298
2017-11-21,9.689
2017-11-22,9.6723
2017-11-23,9.6393
2017-11-24,9.6608
2017-11-27,9.7533
2017-11-28,9.745
2017-11-29,9.741
2017-11-30,9.8398
2017-12-01,9.8753
2017-12-04,9.8668
2017-12-05,9.8228
2017-12-06,9.7575
2017-12-07,9.7503
2017-12-08,9.7665
2017-12-11,9.8825
2017-12-12,9.8245
2017-12-13,9.8253
2017-12-14,9.7783
2017-12-15,9.7828
2017-12-18,9.8573
2017-12-19,9.8875
2017-12-20,9.8683
2017-12-21,9.9738
2017-12-22,9.8963
2017-12-27,9.8605
2017-12-28,9.867
2017-12-29,9.8403
2018-01-02,9.7748
2018-01-03,9.744
2018-01-04,9.7655
2018-01-05,9.7418
2018-01-08,9.6783
2018-01-09,9.6715
2018-01-10,9.6448
2018-01-11,9.6735
2018-01-12,9.659
2018-01-15,9.6708
2018-01-16,9.6308
2018-01-17,9.622
2018-01-18,9.6013
2018-01-19,9.6243
2018-01-22,9.6223
2018-01-23,9.638
2018-01-24,9.6275
2018-01-25,9.5858
2018-01-26,9.5655
2018-01-29,9.5548
2018-01-30,9.5628
2018-01-31,9.562
2018-02-01,9.5705
2018-02-02,9.5663
2018-02-05,9.6108
2018-02-06,9.7005
2018-02-07,9.6618
2018-02-08,9.686
2018-02-09,9.7983
2018-02-12,9.7475
2018-02-13,9.7418
2018-02-14,9.7148
2018-02-15,9.735
2018-02-16,9.681
2018-02-19,9.6575
2018-02-20,9.6683
2018-02-21,9.642
2018-02-22,9.6893
2018-02-23,9.677
2018-02-26,9.6303
2018-02-27,9.629
2018-02-28,9.6153
2018-03-01,9.66
2018-03-02,9.6178
2018-03-05,9.6335
2018-03-06,9.613
2018-03-07,9.6775
2018-03-08,9.7135
2018-03-09,9.5948
2018-03-12,9.5645
2018-03-13,9.5808
2018-03-14,9.5728
2018-03-15,9.5078
2018-03-16,9.491
2018-03-19,9.5205
2018-03-20,9.4863
2018-03-21,9.5028
2018-03-22,9.5308
2018-03-23,9.5715
2018-03-26,9.5613
2018-03-27,9.5603
2018-03-28,9.6423
2018-04-03,9.6338
2018-04-04,9.6345
2018-04-05,9.5875
2018-04-06,9.586
2018-04-09,9.5883
2018-04-10,9.647
2018-04-11,9.6213
2018-04-12,9.5973
2018-04-13,9.5643
2018-04-16,9.595
2018-04-17,9.598
2018-04-18,9.6095
2018-04-19,9.5825
2018-04-20,9.605
2018-04-23,9.6258
2018-04-24,9.629
2018-04-25,9.705
2018-04-26,9.6735
2018-04-27,9.659
2018-04-30,9.662
2018-05-02,9.6958
2018-05-03,9.6465
2018-05-04,9.644
2018-05-07,9.619
2018-05-08,9.6233
2018-05-09,9.6045
2018-05-11,9.5425
2018-05-14,9.5653
2018-05-15,9.5673
2018-05-16,9.5715
2018-05-18,9.5773
2018-05-22,9.49
2018-05-23,9.5063
2018-05-24,9.481
2018-05-25,9.4888
2018-05-28,9.5113
2018-05-29,9.5618
2018-05-30,9.5463
2018-05-31,9.5375
2018-06-01,9.5323
2018-06-04,9.503
2018-06-05,9.5008
2018-06-06,9.5238
2018-06-07,9.5013
2018-06-08,9.5085
2018-06-11,9.5013
2018-06-12,9.4435
2018-06-13,9.4373
2018-06-14,9.4268
2018-06-15,9.432
2018-06-18,9.434
2018-06-19,9.4895
2018-06-20,9.4693
2018-06-21,9.4253
2018-06-22,9.4328
2018-06-25,9.4703
2018-06-26,9.4718
2018-06-27,9.4785
2018-06-28,9.474
2018-06-29,9.5115
2018-07-02,9.5015
2018-07-03,9.4655
2018-07-04,9.4433
2018-07-05,9.441
2018-07-06,9.4425
2018-07-09,9.4218
2018-07-10,9.4145
2018-07-11,9.4458
2018-07-12,9.4443
2018-07-13,9.483
2018-07-16,9.479
2018-07-17,9.4875
2018-07-18,9.5023
2018-07-19,9.5763
2018-07-20,9.5905
2018-07-23,9.5533
2018-07-24,9.5605
2018-07-25,9.5485
2018-07-26,9.5455
2018-07-27,9.5358
2018-07-30,9.529
2018-07-31,9.5338
2018-08-01,9.538
2018-08-02,9.546
2018-08-03,9.541
2018-08-06,9.5325
2018-08-07,9.5003
2018-08-08,9.5303
2018-08-09,9.5443
2018-08-10,9.533
2018-08-13,9.5295
2018-08-14,9.5275
2018-08-15,9.5508
2018-08-16,9.613
2018-08-17,9.6795
2018-08-20,9.672
2018-08-21,9.705
2018-08-22,9.6808
2018-08-23,9.6483
2018-08-24,9.6938
2018-08-27,9.6988
2018-08-28,9.7243
2018-08-29,9.7475
2018-08-30,9.72
2018-08-31,9.7148
2018-09-03,9.702
2018-09-04,9.717
2018-09-05,9.7485
2018-09-06,9.776
2018-09-07,9.7745
2018-09-10,9.703
2018-09-11,9.679
2018-09-12,9.6328
2018-09-13,9.573
2018-09-14,9.6245
2018-09-17,9.562
2018-09-18,9.5473
2018-09-19,9.547
2018-09-20,9.5885
2018-09-21,9.5793
2018-09-24,9.5693
2018-09-25,9.5713
2018-09-26,9.5465
2018-09-27,9.5015
2018-09-28,9.4665
2018-10-01,9.4465
2018-10-02,9.4393
2018-10-03,9.4443
2018-10-04,9.4643
2018-10-05,9.5133
2018-10-08,9.5083
2018-10-09,9.4915
2018-10-10,9.4468
2018-10-11,9.5063
2018-10-12,9.4675
2018-10-15,9.4598
2018-10-16,9.4198
2018-10-17,9.4293
2018-10-18,9.4598
2018-10-19,9.4518
2018-10-22,9.4688
2018-10-23,9.5053
2018-10-24,9.4868
2018-10-25,9.4898
2018-10-26,9.516
2018-10-29,9.513
2018-10-30,9.5435
2018-10-31,9.5528
2018-11-01,9.515
2018-11-02,9.5143
2018-11-05,9.524
2018-11-06,9.5448
2018-11-07,9.5328
2018-11-08,9.5078
2018-11-09,9.5418
2018-11-12,9.5378
2018-11-13,9.5563
2018-11-14,9.599
2018-11-15,9.6028
2018-11-16,9.6118
2018-11-19,9.6493
2018-11-20,9.7135
2018-11-21,9.729
2018-11-22,9.7398
2018-11-23,9.7365
2018-11-26,9.729
2018-11-27,9.7325
2018-11-28,9.7085
2018-11-29,9.7318
2018-11-30,9.74
2018-12-03,9.6893
2018-12-04,9.6473
2018-12-05,9.648
2018-12-06,9.7028
2018-12-07,9.697
2018-12-10,9.6885
2018-12-11,9.7038
2018-12-12,9.7265
2018-12-13,9.7388
2018-12-14,9.7235
2018-12-17,9.7838
2018-12-18,9.8835
2018-12-19,9.9375
2018-12-20,9.897
2018-12-21,9.9428
2018-12-27,9.9698
2018-12-28,9.9738
2018-12-31,9.9483
2019-01-02,9.9108
2019-01-03,9.9113
2019-01-04,9.8648
2019-01-07,9.8018
2019-01-08,9.775
2019-01-09,9.7668
2019-01-10,9.7493
2019-01-11,9.7578
2019-01-14,9.7868
2019-01-15,9.7615
2019-01-16,9.7358
2019-01-17,9.758
2019-01-18,9.7218
2019-01-21,9.7438
2019-01-22,9.7628
2019-01-23,9.7563
2019-01-24,9.7278
2019-01-25,9.7045
2019-01-28,9.732
2019-01-29,9.7035
2019-01-30,9.6938
2019-01-31,9.6623
2019-02-01,9.6685
2019-02-04,9.703
2019-02-05,9.6783
2019-02-06,9.6918
2019-02-07,9.7253
2019-02-08,9.7693
2019-02-11,9.819
2019-02-12,9.795
2019-02-13,9.761
2019-02-14,9.7585
2019-02-15,9.769
2019-02-18,9.7508
2019-02-19,9.746
2019-02-20,9.7335
2019-02-21,9.7808
2019-02-22,9.7643
2019-02-25,9.762
2019-02-26,9.7725
2019-02-27,9.7123
2019-02-28,9.7268
2019-03-01,9.7268
2019-03-04,9.7633
2019-03-05,9.8023
2019-03-06,9.804
2019-03-07,9.786
2019-03-08,9.8733
2019-03-11,9.77
2019-03-12,9.7365
2019-03-13,9.7245
2019-03-14,9.7155
2019-03-15,9.688
2019-03-18,9.672
2019-03-19,9.6745
2019-03-20,9.6915
2019-03-21,9.6178
2019-03-22,9.6423
2019-03-25,9.659
2019-03-26,9.6398
2019-03-27,9.695
2019-03-28,9.738
2019-03-29,9.659
2019-04-01,9.638
2019-04-02,9.6445
2019-04-03,9.6218
2019-04-04,9.6308
2019-04-05,9.661
2019-04-08,9.6305
2019-04-09,9.619
2019-04-10,9.5895
2019-04-11,9.5885
2019-04-12,9.602
2019-04-15,9.6018
2019-04-16,9.5869
2019-04-17,9.5778
2019-04-23,9.5845
2019-04-24,9.607
2019-04-25,9.6638
2019-04-26,9.6653
2019-04-29,9.6883
2019-04-30,9.6678
2019-05-02,9.745
2019-05-03,9.7783
2019-05-06,9.7905
2019-05-07,9.7605
2019-05-08,9.8285
2019-05-09,9.8068
2019-05-10,9.8193
2019-05-13,9.8148
2019-05-14,9.799
2019-05-15,9.8003
2019-05-16,9.7513
2019-05-20,9.7978
2019-05-21,9.7913
2019-05-22,9.7598
2019-05-23,9.7543
2019-05-24,9.7558
2019-05-27,9.7523
2019-05-28,9.7165
2019-05-29,9.773
2019-05-31,9.7915
2019-06-03,9.7778
2019-06-04,9.786
2019-06-05,9.7738
2019-06-06,9.8083
2019-06-07,9.7963
2019-06-11,9.77
2019-06-12,9.782
2019-06-13,9.772
2019-06-14,9.7728
2019-06-17,9.7938
2019-06-18,9.7795
2019-06-19,9.7815
2019-06-20,9.6678
2019-06-21,9.686
2019-06-24,9.6643
2019-06-25,9.6855
2019-06-26,9.6733
2019-06-27,9.6843
2019-06-28,9.6938
2019-07-01,9.6848
2019-07-02,9.6715
2019-07-03,9.6593
2019-07-04,9.6298
2019-07-05,9.6325
2019-07-08,9.684
2019-07-09,9.6983
2019-07-10,9.693
2019-07-11,9.6323
2019-07-12,9.6208
2019-07-15,9.6223
2019-07-16,9.5933
2019-07-17,9.622
2019-07-18,9.6438
2019-07-19,9.6138
2019-07-22,9.6275
2019-07-23,9.681
2019-07-24,9.6355
2019-07-25,9.6058
2019-07-26,9.6913
2019-07-29,9.6935
2019-07-30,9.7368
2019-07-31,9.7778
2019-08-01,9.812
2019-08-02,9.9105
2019-08-05,9.972
2019-08-06,9.9545
2019-08-07,9.996
2019-08-08,10.018
2019-08-09,9.9588
2019-08-12,10.0003
2019-08-13,10.0078
2019-08-14,10.0035
2019-08-15,10.0145
2019-08-16,9.9653
2019-08-19,9.9658
2019-08-20,9.9638
2019-08-21,9.9263
2019-08-22,9.939
2019-08-23,9.9593
2019-08-26,9.9873
2019-08-27,9.992
2019-08-28,10.011
2019-08-29,10.0365
2019-08-30,10.038
2019-09-02,9.9788
2019-09-03,10.019
2019-09-04,9.9838
2019-09-05,9.9332
2019-09-06,9.923
2019-09-09,9.8663
2019-09-10,9.9125
2019-09-11,9.8745
2019-09-12,9.8543
2019-09-13,9.9213
2019-09-16,9.9043
2019-09-17,9.8715
2019-09-18,9.8905
2019-09-19,9.8905
2019-09-20,9.9423
2019-09-23,9.9723
2019-09-24,9.9225
2019-09-25,9.931
2019-09-26,9.9235
2019-09-27,9.9155
2019-09-30,9.8953
2019-10-01,9.9463
2019-10-02,9.993
2019-10-03,10.0165
2019-10-04,9.9915
2019-10-07,10.0388
2019-10-08,10.045
2019-10-09,10.0528
2019-10-10,10.0535
2019-10-11,10.0375
2019-10-14,10.0463
2019-10-15,10.0653
2019-10-16,10.1465
2019-10-17,10.1925
2019-10-18,10.2198
2019-10-21,10.1638
2019-10-22,10.1833
2019-10-23,10.1775
2019-10-24,10.1368
2019-10-25,10.1865
2019-10-28,10.2105
2019-10-29,10.2748
2019-10-30,10.2488
2019-10-31,10.252
2019-11-01,10.1638
2019-11-04,10.1668
2019-11-05,10.1525
2019-11-06,10.126
2019-11-07,10.0715
2019-11-08,10.0893
2019-11-11,10.091
2019-11-12,10.0798
2019-11-13,10.139
2019-11-14,10.1198
2019-11-15,10.0345
2019-11-18,10.086
2019-11-19,10.0853
2019-11-20,10.1455
2019-11-21,10.1018
2019-11-22,10.1083
2019-11-25,10.1065
2019-11-26,10.0968
2019-11-27,10.102
2019-11-28,10.113
2019-11-29,10.1045
2019-12-02,10.1353
2019-12-03,10.1668
2019-12-04,10.1723
2019-12-05,10.1613
2019-12-06,10.1235
2019-12-09,10.1238
2019-12-10,10.1823
2019-12-11,10.1495
2019-12-12,10.135
2019-12-13,10.063
2019-12-16,10.028
2019-12-17,10.0648
2019-12-18,10.0353
2019-12-19,9.9785
2019-12-20,9.9463
2019-12-23,9.913
2019-12-27,9.8578
2019-12-30,9.846
2019-12-31,9.8638
2020-01-02,9.8408
2020-01-03,9.8315
2020-01-06,9.8488
2020-01-07,9.8548
2020-01-08,9.8508
2020-01-09,9.8665
2020-01-10,9.8745
2020-01-13,9.8955
2020-01-14,9.892
2020-01-15,9.882
2020-01-16,9.9058
2020-01-17,9.889
2020-01-20,9.8815
2020-01-21,9.936
2020-01-22,9.959
2020-01-23,9.9678
2020-01-24,9.9375
2020-01-27,10.0363
2020-01-28,10.0758
2020-01-29,10.0563
2020-01-30,10.1738
2020-01-31,10.1893
2020-02-03,10.259
2020-02-04,10.1948
2020-02-05,10.1173
2020-02-06,10.1288
2020-02-07,10.1673
2020-02-10,10.1188
2020-02-11,10.0953
2020-02-12,10.0445
2020-02-13,10.0415
2020-02-14,10.0258
2020-02-17,10.0373
2020-02-18,10.0883
2020-02-19,10.0178
2020-02-20,10.0455
2020-02-21,10.0873
2020-02-24,10.1328
2020-02-25,10.16
2020-02-26,10.2113
2020-02-27,10.2918
2020-02-28,10.3888
2020-03-02,10.4043
2020-03-03,10.3328
2020-03-04,10.3051
2020-03-05,10.371
2020-03-06,10.4983
2020-03-09,10.89
2020-03-10,10.8433
2020-03-11,10.8558
2020-03-12,11.3682
2020-03-13,11.0966
2020-03-16,11.4765
2020-03-17,11.5063
2020-03-18,11.701
2020-03-19,12.3165
2020-03-20,12.1215
2020-03-23,12.2568
2020-03-24,11.9745
2020-03-25,11.7745
2020-03-26,11.5273
2020-03-27,11.6558
2020-03-30,11.6888
2020-03-31,11.51
2020-04-01,11.2685
2020-04-02,11.2345
2020-04-03,11.2628
2020-04-06,11.3875
2020-04-07,11.0945
2020-04-08,11.194
2020-04-14,11.3118
2020-04-15,11.4503
2020-04-16,11.4145
2020-04-17,11.2845
2020-04-20,11.2698
2020-04-21,11.4843
2020-04-22,11.6775
2020-04-23,11.5165
2020-04-24,11.4785
2020-04-27,11.4513
2020-04-28,11.2783
2020-04-29,11.2728
2020-04-30,11.184
2020-05-04,11.328
2020-05-05,11.173
2020-05-06,11.09
2020-05-07,11.0405
2020-05-08,11.0695
2020-05-11,11.046
2020-05-12,11.0518
2020-05-13,10.938
2020-05-14,11.0598
2020-05-15,11.0568
2020-05-18,10.9663
2020-05-19,10.9153
2020-05-20,10.8765
2020-05-22,10.9078
2020-05-25,10.9358
2020-05-26,10.8943
2020-05-27,10.8283
2020-05-28,10.8553
2020-05-29,10.788
2020-06-02,10.6798
2020-06-03,10.6777
2020-06-04,10.6048
2020-06-05,10.5403
2020-06-08,10.4603
2020-06-09,10.5418
2020-06-10,10.5383
2020-06-11,10.72
2020-06-12,10.8475
2020-06-15,10.8894
2020-06-16,10.7389
2020-06-17,10.705
2020-06-18,10.7083
2020-06-19,10.7135
2020-06-22,10.7985
2020-06-23,10.7345
2020-06-24,10.7958
2020-06-25,10.8748
2020-06-26,10.885
2020-06-29,10.9013
2020-06-30,10.912
2020-07-01,10.7736
2020-07-02,10.6873
2020-07-03,10.6775
2020-07-06,10.6218
2020-07-07,10.6428
2020-07-08,10.6885
2020-07-09,10.6173
2020-07-10,10.7163
2020-07-13,10.665
2020-07-14,10.711
2020-07-15,10.6275
2020-07-16,10.6148
2020-07-17,10.5995
2020-07-20,10.606
2020-07-21,10.4933
2020-07-22,10.5343
2020-07-23,10.6073
2020-07-24,10.6953
2020-07-27,10.6683
2020-07-28,10.694
2020-07-29,10.6573
2020-07-30,10.7213
2020-07-31,10.7323
2020-08-03,10.7188
2020-08-04,10.7568
2020-08-05,10.6585
2020-08-06,10.6538
2020-08-07,10.6433
2020-08-10,10.629
2020-08-11,10.5658
2020-08-12,10.5463
2020-08-13,10.5148
2020-08-14,10.5403
2020-08-17,10.512
2020-08-18,10.501
2020-08-19,10.5455
2020-08-20,10.6068
2020-08-21,10.5913
2020-08-24,10.6188
2020-08-25,10.5688
2020-08-26,10.5603
2020-08-27,10.5178
2020-08-28,10.47
2020-08-31,10.455
2020-09-01,10.4378
2020-09-02,10.406
2020-09-03,10.5315
2020-09-04,10.5768
2020-09-07,10.5453
2020-09-08,10.6713
2020-09-09,10.715
2020-09-10,10.687
2020-09-11,10.7028
2020-09-14,10.6933
2020-09-15,10.6963
2020-09-16,10.6608
2020-09-17,10.7238
2020-09-18,10.7538
2020-09-21,10.884
2020-09-22,10.9528
2020-09-23,10.9938
2020-09-24,11.1023
2020-09-25,11.1445
2020-09-28,11.058
2020-09-29,11.0543
2020-09-30,11.1008
2020-10-01,10.9073
2020-10-02,10.904
2020-10-05,10.8855
2020-10-06,10.8603
2020-10-07,10.9313
2020-10-08,10.9038
2020-10-09,10.8623
2020-10-12,10.7925
2020-10-13,10.7923
2020-10-14,10.8218
2020-10-15,10.9678
2020-10-16,10.957
2020-10-19,10.947
2020-10-20,10.9698
2020-10-21,10.9315
2020-10-22,10.9325
2020-10-23,10.9178
2020-10-26,10.9465
2020-10-27,10.8398
2020-10-28,10.9693
2020-10-29,11.1495
2020-10-30,11.094
2020-11-02,11.1128
2020-11-03,11.0103
2020-11-04,10.9583
2020-11-05,10.85
2020-11-06,10.9203
2020-11-09,10.7101
2020-11-10,10.6618
2020-11-11,10.6773
2020-11-12,10.7658
2020-11-13,10.8123
2020-11-16,10.731
2020-11-17,10.7683
2020-11-18,10.7115
2020-11-19,10.69
2020-11-20,10.6613
2020-11-23,10.6903
2020-11-24,10.6768
2020-11-25,10.5488
2020-11-26,10.5705
2020-11-27,10.563
2020-11-30,10.561
2020-12-01,10.6028
2020-12-02,10.7003
2020-12-03,10.707
2020-12-04,10.6598
2020-12-07,10.6328
2020-12-08,10.6283
2020-12-09,10.5763
2020-12-10,10.7
2020-12-11,10.6968
2020-12-14,10.5833
2020-12-15,10.614
2020-12-16,10.5788
2020-12-17,10.5015
2020-12-18,10.5163
2020-12-21,10.6518
2020-12-22,10.5938
2020-12-23,10.6238
2020-12-28,10.5713
2020-12-29,10.55
2020-12-30,10.547
2020-12-31,10.4703
